text,lang,date
"RT @bencowling88: We're able to report our estimates of the effectiveness of COVID-19 vaccines, led by @martinamc_m with @joshnealon @gmleu…",en,2022-03-22 11:38:07
RT @ASPphysician: 🇭🇰 Hong Kong is struggling for several reasons—the top of which are use of Coronovac/Sinovac and the underuse of a 3rd do…,en,2022-03-22 11:32:32
"@Amine19O @cheng40477362 @shaunrein And here’s your proof. So now I reclaim my freedom and right to express my thought?  Give me a break, would cha?  Thank you

https://t.co/CTcownR7M3",en,2022-03-22 11:32:21
"RT @bencowling88: We're able to report our estimates of the effectiveness of COVID-19 vaccines, led by @martinamc_m with @joshnealon @gmleu…",en,2022-03-22 11:30:33
@jimgeraghty Chinese made Sinovac vaccine was only 53% efficient and Sinopharm around 86% efficient. A far cry from UK and US vaccine efficiencies.,en,2022-03-22 11:28:18
"@tripperhead @hkumed The data shows some important information.  However, those who died with at least one jab, BioNTech is far superior.  Of those that died in this category, 84% had taken Sinovac.",en,2022-03-22 11:26:49
"RT @bencowling88: We're able to report our estimates of the effectiveness of COVID-19 vaccines, led by @martinamc_m with @joshnealon @gmleu…",en,2022-03-22 11:24:51
"RT @bencowling88: We're able to report our estimates of the effectiveness of COVID-19 vaccines, led by @martinamc_m with @joshnealon @gmleu…",en,2022-03-22 11:19:38
"RT @bencowling88: We're able to report our estimates of the effectiveness of COVID-19 vaccines, led by @martinamc_m with @joshnealon @gmleu…",en,2022-03-22 11:17:48
"RT @bencowling88: We're able to report our estimates of the effectiveness of COVID-19 vaccines, led by @martinamc_m with @joshnealon @gmleu…",en,2022-03-22 11:14:27
"RT @bencowling88: We're able to report our estimates of the effectiveness of COVID-19 vaccines, led by @martinamc_m with @joshnealon @gmleu…",en,2022-03-22 11:12:15
"@Birdyword And that is huge, because mMRA vaccines aren't nearly as safe as Sinovac.",en,2022-03-22 11:10:37
Said vaccine will be available on MySejahtera and can be taken as a booster shot for those who have received primer doses of the Sinovac or Cansino Bio vaccines — subject to a three-month eligibility period following the completion of the primer dose. [2],en,2022-03-22 11:07:43
"RT @bencowling88: We're able to report our estimates of the effectiveness of COVID-19 vaccines, led by @martinamc_m with @joshnealon @gmleu…",en,2022-03-22 11:04:15
"RT @bencowling88: We're able to report our estimates of the effectiveness of COVID-19 vaccines, led by @martinamc_m with @joshnealon @gmleu…",en,2022-03-22 11:04:10
RT @ASPphysician: 🇭🇰 Hong Kong is struggling for several reasons—the top of which are use of Coronovac/Sinovac and the underuse of a 3rd do…,en,2022-03-22 11:01:36
@May_Kek_ @YellowConnasse @business Sinovac; of course....,en,2022-03-22 11:01:06
