text,lang,date
@LycosAustralis @ekecheirion In America Sputnik will never get approved but Sinovac probably will eventually,en,2022-03-07 09:20:56
"@JKJAVMY hi, may i know this station got sinovac for 9 years old kid ?? thanks",en,2022-03-07 09:20:22
RT @gsgcd13: 3/6/2022 Miles Guo: The CCP has just distributed 250 million doses of the so-called high-end Sinovac COVID vaccine to Hong Kon…,en,2022-03-07 09:12:24
@hkstream @webbhk Might be kids - only Sinovac available for them I think.,en,2022-03-07 09:08:05
@webbhk Any theory on why a large majority is now choosing Sinovac? Makes no sense…,en,2022-03-07 09:02:54
Am I misinformed … is sinovac *any* use against Omicron? Even just a little? https://t.co/7sxqmJVBXI,en,2022-03-07 08:57:05
"RT @EricTopol: There is also a major difference in the vaccines used. Hong Kong used a high proportion of Sinovac, which has been shown to…",en,2022-03-07 08:55:52
"@PaigePang1 @Gab_H_R Sinovac Coronavac has by itself very weak protection against #omicron, if boosted with an mRNA vaccine perhaps better. https://t.co/hkoloMUaWu",en,2022-03-07 08:54:57
"RT @tripperhead: Sinovac: 
Average daily 1st dose : 15,630
Total 1st doses administered: 2,688,897

Average daily 2nd dose: 4,396
Total 2nd…",en,2022-03-07 08:47:04
"2. This 6 Jan 2022 report, “updated” on 22 Jan 2022, left out well-publicized news that Sinovac was validated by WHO for emergency use back in JUNE 2022!

Again, what kind of shit journalism is this?

This kind of misinformation was wild in Apple Daily and Standnews! 2/ https://t.co/2rbFsxuTWx",en,2022-03-07 08:39:44
"@tripperhead Knowing that Sinovac efficiency against Omicron is like Zero, what does it matter",en,2022-03-07 08:30:08
The health ministry will be offering the #Sinovac vaccine to children at selected vaccination centres (PPVs) starting tomorrow. https://t.co/AdZZghwCEO @MJNeNews,en,2022-03-07 08:21:36
RT @gsgcd13: 3/6/2022 Miles Guo: The CCP has just distributed 250 million doses of the so-called high-end Sinovac COVID vaccine to Hong Kon…,en,2022-03-07 08:12:23
@MyHEALTHKKM @Selangkah_my @YouTube @MyHEALTHKKM may i know which PPV offer sinovac for kid 5-11 yrs old?,en,2022-03-07 08:04:55
"RT @JKJAVMY: Sinovac vaccination for kids will begin on 7th March 2022. The list of selected PPVs can be referred on these websites: 

https://t.co/SQRUqVxeWU

https://t.co/cyV3RINDLn https://t.co/uwZy0sFBHT",en,2022-03-07 08:03:17
"RT @bernamadotcom: Sinovac vaccine for children at selected PPVs from Monday (March 7) 

https://t.co/4daKs1wNKL https://t.co/KvUgW4C45x",en,2022-03-07 07:55:08
RT @gsgcd13: 3/6/2022 Miles Guo: The CCP has just distributed 250 million doses of the so-called high-end Sinovac COVID vaccine to Hong Kon…,en,2022-03-07 07:43:40
RT @PDChinaHK: China's Hong Kong SAR govt added two more #COVID19 mobile vaccination stations from Friday. The station at Tai Yuen Estate i…,en,2022-03-07 07:43:05
"@johnb78 @DavidLeyonhjelm @DifficultNerd The data seems to show that whilst Sinovac isn't as good as the mRNA vaccines, it's certainly a hell of a lot better than nothing.",en,2022-03-07 07:40:02
