text,lang,date
"RT @spacepirate3002: The vaccines are safe and effective.

“Health Canada adds autoimmune disorder warning to AstraZeneca, J&amp;J COVID-19 vac…",en,2022-04-01 13:11:55
@CatScouse @TristanSnell Exactly.  @AstraZeneca has the audacity to charge over $350 for Symbicort. Thats a choice between eating &amp; breathing.  Ridiculous.  🙄,en,2022-04-01 13:06:43
"@mpftnhs Where can you get AstraZeneca please, my partner and myself are vulnerable and have had three doses of the above?",en,2022-04-01 13:04:08
"RT @KathMLee1: Bilateral Acute Macular Neuroretinopathy After Vaccination Against SARS-CoV-2

21 year old female- ChAdOx1nCov-19 Oxford-Ast…",en,2022-04-01 13:01:17
"RT @MaryJoe38642126: #StandWithUkraine🇺🇦BOYCOTT
.@KochIndustries #Schlumberger 
,@Lindeplc .@AstraZeneca .@AstraZenecaUS .@Siemens_Energy .…",en,2022-04-01 12:58:59
@wesstreeting Shall we talk about how AstraZeneca has zero effectiveness at 16 weeks and yet regularly maims and kills people?,en,2022-04-01 12:56:59
"RT @BreesAnna: A msm article from ⁦@yorkshirelive⁩

Screaming Barnsley teen died of 'thunderclap headache' agony after AstraZeneca Covid ja…",en,2022-04-01 12:56:47
"RT @KathMLee1: Bilateral Acute Macular Neuroretinopathy After Vaccination Against SARS-CoV-2

21 year old female- ChAdOx1nCov-19 Oxford-Ast…",en,2022-04-01 12:34:53
"RT @MLSTjournal: '#Chemformer: a pre-trained transformer for computational #chemistry' by @ChemITnerf R Irwin, S Dimitriadis and J He @Astr…",en,2022-04-01 12:33:40
@SweAmbUK @AstraZeneca @highamnews @ExeterCollegeOx @oxfordlitfest @swedeninuk can you please sort out the booking system for passport appointments at the Swedish London embassy. It’s beyond shocking.,en,2022-04-01 12:30:29
"RT @UoNKTP: *NEW JOB ALERT*

We are recruiting for a postgrad in Pharmacy, Data Science (or similar) to lead a 2 year #KTP project with @As…",en,2022-04-01 12:30:04
"RT @KathMLee1: Bilateral Acute Macular Neuroretinopathy After Vaccination Against SARS-CoV-2

21 year old female- ChAdOx1nCov-19 Oxford-Ast…",en,2022-04-01 12:29:05
"Yesterday: what is the worst thing that could happen to me if I take the #AstraZeneca booster dose? 
Today: Lord, forgive me my sins...",en,2022-04-01 12:15:30
Vaxxers by Professor Sarah Gilbert &amp; Dr Catherine Green is the incredible story of the Oxford AstraZeneca vaccine #bookreview https://t.co/MtdtkJVsHk https://t.co/vIWC4tp6km,en,2022-04-01 12:10:02
"RT @KathMLee1: Bilateral Acute Macular Neuroretinopathy After Vaccination Against SARS-CoV-2

21 year old female- ChAdOx1nCov-19 Oxford-Ast…",en,2022-04-01 12:05:01
"RT @thismorning: 'After 12 days from the first vaccination of the AstraZeneca vaccine, you are 100% effective against hospitalisation and d…",en,2022-04-01 12:03:27
"@ajphelo @AlboMP He will mandate monthly AstraZeneca vaccines for climate change deniers. 
No disagreements without opposition.",en,2022-04-01 12:03:01
"The #MasterChefs featured in the #CIONETCookbook: Manuel Bento, @euronext; Rui Pedro Silva, @ERIKSgroup &amp; Cindy Hoots, @AstraZeneca are sharing they new approaches to recruit, deploy and support their employees.
Order your copy &amp; build your dream team 👉 https://t.co/R3KLzxo8z3 https://t.co/hHKN9UJz0T",en,2022-04-01 12:00:49
"@LadySpaulding11 Parents didn’t fight, only a handful of us took the time. Our kids continue to be the easiest target to push their NWO. The vaccine was never approved only under EUA &amp; it was AstraZeneca not the 2 they’re pushing here. They went after the college athletes 1st",en,2022-04-01 12:00:08
@AleahRNHEAL @F0rReel @JohnHen36792009 Is this why AstraZeneca was sidestepped? It just disappeared in Europe.,en,2022-04-01 11:46:10
@cancermedic @AstraZeneca @FamilialGenes not sure if this relates to you x,en,2022-04-01 11:43:27
AstraZeneca mood 😵‍💫 https://t.co/GPESiQMu9o,en,2022-04-01 11:41:07
"RT @KathMLee1: Bilateral Acute Macular Neuroretinopathy After Vaccination Against SARS-CoV-2

21 year old female- ChAdOx1nCov-19 Oxford-Ast…",en,2022-04-01 11:41:00
"@1daneman @MikeHolden42 @DCBMEP @anandMenon1 @UKandEU #remainers voted for #MerkelappeasementofPutin = 

EU paying #FckPutin $1.1 billion PER DAY to fund #RussianWarCrimesInUkraine &amp; elsewhere !!!

But clearly #remainers very nuanced on geo-politics !

Remember EU trashed #AstraZeneca = #euvaccineshambles !!!",en,2022-04-01 11:36:09
"RT @vaxreports1: Another blood clot victim 

Cerebellar embolism 

Death

#AstraZeneca 
25/03/22 https://t.co/AufewbM0Zj",en,2022-04-01 11:33:13
"RT @UoNKTP: *NEW JOB ALERT*

We are recruiting for a postgrad in Pharmacy, Data Science (or similar) to lead a 2 year #KTP project with @As…",en,2022-04-01 11:20:01
"RT @spacepirate3002: The vaccines are safe and effective.

“Health Canada adds autoimmune disorder warning to AstraZeneca, J&amp;J COVID-19 vac…",en,2022-04-01 11:18:08
RT @LizzBettZee: @PeterWMurphy1 @darrelltinoz @DaveSharma Old Dave with ‘100 TER score’ has a keen ear (insider trading) for good share buy…,en,2022-04-01 11:11:03
"RT @Bionow: The penultimate award for the evening is the Company of the Year Award, the winner is @FujifilmDiosyn - Well done to them and t…",en,2022-04-01 11:09:32
"RT @UoNKTP: *NEW JOB ALERT*

We are recruiting for a postgrad in Pharmacy, Data Science (or similar) to lead a 2 year #KTP project with @As…",en,2022-04-01 11:03:22
"Targeting GSK and AstraZeneca, Clovis lifts sinking Rubraca with broad ovarian cancer win https://t.co/ZnkTQBKskM",en,2022-04-01 11:02:04
@degeneratefuq @freyas_house @hsrivastav The only vaccine associated with clots was the AstraZeneca. The issue was extremely rare and has all but resolved now that the criteria for receiving AZ was adjusted. (The risk of clots was always much less than with the contraceptive pill) All of the vaccines have an excellent…,en,2022-04-01 11:01:56
"RT @RookieKE: Question for KOT. Who has travelled from Kenya to Holland recently...
1) Did you need a PCR test? 
2) Is our version of Astra…",en,2022-04-01 11:01:09
"Today, we're sharing a project that was completed for Astra Zeneca, Zug Switzerland.

Take a look at our website to see more - https://t.co/p3NkBujfSL

#AstraZeneca https://t.co/HqXSnzy0Dq",en,2022-04-01 11:00:36
"RT @RookieKE: Question for KOT. Who has travelled from Kenya to Holland recently...
1) Did you need a PCR test? 
2) Is our version of Astra…",en,2022-04-01 10:57:07
"RT @RookieKE: Question for KOT. Who has travelled from Kenya to Holland recently...
1) Did you need a PCR test? 
2) Is our version of Astra…",en,2022-04-01 10:55:56
@MrMutantes We are a joke. Why are we not protecting national assets like this. Like when Cameron and Osborne tried to sell off AstraZeneca.,en,2022-04-01 10:55:08
"Question for KOT. Who has travelled from Kenya to Holland recently...
1) Did you need a PCR test? 
2) Is our version of Astrazeneca vaccine acceptable?",en,2022-04-01 10:54:47
"High failure rate of (ChAdOx1-nCoV19) #AstraZeneca immunization against asymptomatic infection in HCWs during a Delta variant surge, New Delhi/India 🇮🇳 
@Nature 
https://t.co/teF0kf0BNF https://t.co/6vx1EUeAvy",en,2022-04-01 10:53:20
"RT @UoNKTP: *NEW JOB ALERT*

We are recruiting for a postgrad in Pharmacy, Data Science (or similar) to lead a 2 year #KTP project with @As…",en,2022-04-01 10:51:09
"RT @UoNKTP: *NEW JOB ALERT*

We are recruiting for a postgrad in Pharmacy, Data Science (or similar) to lead a 2 year #KTP project with @As…",en,2022-04-01 10:45:24
"RT @UoNKTP: *NEW JOB ALERT*

We are recruiting for a postgrad in Pharmacy, Data Science (or similar) to lead a 2 year #KTP project with @As…",en,2022-04-01 10:42:38
"RT @UoNKTP: *NEW JOB ALERT*

We are recruiting for a postgrad in Pharmacy, Data Science (or similar) to lead a 2 year #KTP project with @As…",en,2022-04-01 10:37:23
"RT @UoNKTP: *NEW JOB ALERT*

We are recruiting for a postgrad in Pharmacy, Data Science (or similar) to lead a 2 year #KTP project with @As…",en,2022-04-01 10:37:21
"AstraZeneca Graduate: Statistical Programming - Sweden, Sweden
https://t.co/a2IDSsqm3T",en,2022-04-01 10:32:12
S3 astrazeneca,en,2022-04-01 10:29:59
"RT @KathMLee1: Bilateral Acute Macular Neuroretinopathy After Vaccination Against SARS-CoV-2

21 year old female- ChAdOx1nCov-19 Oxford-Ast…",en,2022-04-01 10:29:35
"@Caerage @Unusual_Times @Gab_H_R I had three covid shots but since they don't work very well, I am happy with any cross-immunity.  I was going by a comment John Campbell made nearly 2 yrs ago before AstraZeneca's vaccine was available.  I don't know why doctors don't recommend vaccines other than a few.",en,2022-04-01 10:14:28
RT @HowardGriffiths: @AnnieWBelle @wesstreeting 🙏🏻@AnnieWBelle @MrsCharWright Your family have suffered so much from the death of your fit…,en,2022-04-01 10:10:22
Vaxxers by Professor Sarah Gilbert &amp; Dr Catherine Green is the story of the development of the Oxford AstraZeneca vaccine #bookreview https://t.co/MtdtkJVsHk https://t.co/NUikUy17oo,en,2022-04-01 10:10:03
"RT @MLSTjournal: '#Chemformer: a pre-trained transformer for computational #chemistry' by @ChemITnerf R Irwin, S Dimitriadis and J He @Astr…",en,2022-04-01 10:06:46
"RT @MLSTjournal: '#Chemformer: a pre-trained transformer for computational #chemistry' by @ChemITnerf R Irwin, S Dimitriadis and J He @Astr…",en,2022-04-01 10:04:05
"'#Chemformer: a pre-trained transformer for computational #chemistry' by @ChemITnerf R Irwin, S Dimitriadis and J He @AstraZeneca @liu_universitet hits 2000 downloads! https://t.co/cgjHR9wpGg #compchem #machinelearning #drugdiscovery #AI #SMILES #opendata #cheminformatics #Python https://t.co/0pq4W458By",en,2022-04-01 10:03:59
"🧪 Vaccines used globally

Oxford/AstraZeneca (contd.):
🇷🇼 RW 🇸🇦 SA 🇸🇩 SD 🇸🇳 SN 🇸🇭 SH 🇸🇧 SB 🇸🇱 SL 🇸🇻 SV 🇸🇴 SO 🇷🇸 RS 🇸🇸 SS 🇸🇹 ST 🇸🇷 SR 🇸🇰 SK 🇸🇮 SI 🇸🇪 SE 🇸🇿 SZ 🇸🇨 SC 🇸🇾 SY 🇹🇬 TG 🇹🇭 TH 🇹🇯 TJ 🇹🇲 TM 🇹🇱 TL 🇹🇴 TO 🇹🇹 TT 🇹🇳 TN 🇹🇷 TR 🇹🇻 TV 🇹🇼 TW 🇺🇬 UG 🇺🇦 UA 🇺🇾 UY 🇺🇿 UZ",en,2022-04-01 10:02:22
"🧪 Vaccines used globally

Oxford/AstraZeneca (contd.):
🇲🇻 MV 🇲🇽 MX 🇲🇰 MK 🇲🇱 ML 🇲🇹 MT 🇲🇲 MM 🇲🇪 ME 🇲🇳 MN 🇲🇿 MZ 🇲🇷 MR 🇲🇸 MS 🇲🇼 MW 🇲🇾 MY 🇳🇦 NA 🇳🇪 NE 🇳🇬 NG 🇳🇮 NI 🇳🇺 NU 🇳🇱 NL 🇳🇵 NP 🇳🇷 NR 🇳🇿 NZ 🇴🇲 OM 🇵🇰 PK 🇵🇦 PA 🇵🇳 PN 🇵🇪 PE 🇵🇭 PH 🇵🇬 PG 🇵🇱 PL 🇵🇹 PT 🇵🇾 PY 🇵🇸 PS 🇷🇴 RO",en,2022-04-01 10:02:21
"Latest Job! Bioinformatician - Proteomics (UK)
 - AstraZeneca
 - Cambridgeshire, England, Cambridge
Find Out More! https://t.co/UMZAyjRROV https://t.co/kLhPWmr4Mx",en,2022-04-01 09:59:06
"*NEW JOB ALERT*

We are recruiting for a postgrad in Pharmacy, Data Science (or similar) to lead a 2 year #KTP project with @AstraZeneca as a Pharmaceutical Scientist, developing the 2D printing of pharmaceutical ingredients. Closes 26 April. 
Apply at https://t.co/mVZpZAOB7D https://t.co/AWxvNoBonb",en,2022-04-01 09:58:08
@MMittermeier Mit AstraZeneca!,en,2022-04-01 09:55:34
AstraZeneca hits different,en,2022-04-01 09:51:43
"RT @spacepirate3002: The vaccines are safe and effective.

“Health Canada adds autoimmune disorder warning to AstraZeneca, J&amp;J COVID-19 vac…",en,2022-04-01 09:51:36
"RT @1Godbotherer: @GerardDelaney39 You want the Material Safety Data Sheets, ingredients on AZ Sec.5.1 P6 &amp; Sec.6.1 P10, Mod Sec.13 P30 &amp; J…",en,2022-04-01 09:33:15
"RT @spacepirate3002: The vaccines are safe and effective.

“Health Canada adds autoimmune disorder warning to AstraZeneca, J&amp;J COVID-19 vac…",en,2022-04-01 09:27:26
"Latest Job! Senior Clinical Program Director
 - AstraZeneca
 - Gothenburg, Sweden
Find Out More! https://t.co/79KC99HvfE https://t.co/nbgCsU5YT6",en,2022-04-01 09:24:09
"RT @lazzaNZL: AZ admitting that ADE is a real possibility.
“The reduced Fc effector function aims to minimise the risk of antibody-dependen…",en,2022-04-01 09:22:27
"RT @TheLancet: New study estimates effectiveness of rAd26-rAd5 (Sputnik V), ChAdOx1 nCoV-19 (Oxford–AstraZeneca), and BBIBP-CorV (Sinopharm…",en,2022-04-01 09:18:54
"RT @NMadeinNZ: Nobody wanted the clotshot, what a surprise. How much more money will we throw away in wasted poison this year? 
https://t.c…",en,2022-04-01 09:18:16
"RT @spacepirate3002: The vaccines are safe and effective.

“Health Canada adds autoimmune disorder warning to AstraZeneca, J&amp;J COVID-19 vac…",en,2022-04-01 09:14:46
"@GerardDelaney39 You want the Material Safety Data Sheets, ingredients on AZ Sec.5.1 P6 &amp; Sec.6.1 P10, Mod Sec.13 P30 &amp; J&amp;J Sec.13 P26? 
https://t.co/NdBBnMGh00
https://t.co/NrmLkeYkef?
https://t.co/xqYq1yws89",en,2022-04-01 09:13:10
RT @HowardGriffiths: @AnnieWBelle @wesstreeting 🙏🏻@AnnieWBelle @MrsCharWright Your family have suffered so much from the death of your fit…,en,2022-04-01 09:04:48
