text,lang,date
@MillrTrades Bruh u woulda put that into moderna u woulda made 100k,en,2022-03-14 14:27:39
I might switch to team Moderna https://t.co/uhQl44nLX0,en,2022-03-14 14:26:03
"RT @Wejolyn: “Moderna announced they were developing three vaccines using mRNA technology for cancer, shingles and herpes. Yet, the current…",en,2022-03-14 14:25:34
"@Tillman_40 @cspanwj We probably all should've gotten Moderna

They seem to have the better/broader spike sequence",en,2022-03-14 14:25:08
"RT @Thomas1774Paine: EXCLUSIVE: FDA Insiders Blow Whistle on Moderna’s Rigged Clinical Trials — Intimidation, Fraud Employed to Strong-Arm…",en,2022-03-14 14:24:44
RT @PianoGeek420: Anyone else triple vaxxed with all Moderna and haven’t gotten Covid yet? 🙋🏻‍♂️,en,2022-03-14 14:24:05
"In case you were busy focusing on the Media and your Governments newest propaganda -

https://t.co/uIKl9OtOeB",en,2022-03-14 14:23:58
"@AuntPandaC3 I got Moderna, so far a 4th is for those at higher risk.",en,2022-03-14 14:23:57
@NeilWC2010 @questy30 @mattletiss7 But again apart from the shares in Moderna what had they to gain.,en,2022-03-14 14:23:54
"@Sam95371684 @photolady62 @MeidasTouch I read the Moderna 10-Q before we traded it in 2020. The one that references Gene Therapy. Also, it was deemed unconstitutional to mandate it - so please spare me.",en,2022-03-14 14:23:47
@FloMorsee Bruh monster move on moderna. Wish i had more than 1 call 165 strike march18. 🤑🤑 up 800%,en,2022-03-14 14:23:26
"RT @LabourOutOfScot: Whilst you were distracted by the Battle for Ukraine, Documents were published confirming Moderna created the Covid-19…",en,2022-03-14 14:23:03
"@dogvoyages Same for me after 1 moderna march 2021..i only took a thyroid pill since 1997..bp was always good.had no pain,no allergies,nothing at 72yrs..im really sorry u are going thru this.i hope u have a good cardiologist. https://t.co/0jQ5prLMJI",en,2022-03-14 14:22:54
@hartman_bill @moderna_tx What is the Moderna age group? Is it still 2-5 years.  I have a 20 month old. 😞,en,2022-03-14 14:22:45
"@McCallaPE @La__Farfalla @kprather88 @SamLace65948404 I'm in the same boat. Moderna Phase 3 Trial &amp; Booster Member who had Covid (light sneezing, no other symptoms) a few months ago. When they lifted the mandates I stopped masking as I feel pretty safe.",en,2022-03-14 14:22:38
"RT @ydeigin: LOL, HIV inserts *and* Moderna patent FCS rolled into one 😂 

No @jeremyphoward, those spurious artifacts do not prove SARS2 i…",en,2022-03-14 14:22:16
"RT @moderna_tx: ANNOUNCEMENT 📢: We are proud to announce that the first participant has been dosed in the Phase 1 study of mRNA-1574, our e…",en,2022-03-14 14:21:46
RT @Kevin_Shipp: Anyone smell a rat? https://t.co/wWI9wwdnGz,en,2022-03-14 14:21:19
"RT @JeanRees10: 🤔Why?

From Moderna's own slide, who is most at risk for a respiratory virus, youngest &amp; oldest

Why, then, was the C19 💉tr…",en,2022-03-14 14:20:35
"RT @wfaler: Moderna have injected the first human volunteers with its candidate HIV-vaccine.

If anything good came out of the pandemic: we…",en,2022-03-14 14:20:32
"RT @BlackTomThePir8: @Clucky92864053 Infuriating, but we still have these links:

https://t.co/kJ2MCo6LW3

https://t.co/c4FYEXaEMs

And I d…",en,2022-03-14 14:20:26
"RT @PatokaMartha: Almost 14 months of living hell from 1 dose @moderna_tx. I promised myself I would tell everyone I feel “fantastic.” But,…",en,2022-03-14 14:20:14
RT @Kevin_Shipp: Anyone smell a rat? https://t.co/wWI9wwdnGz,en,2022-03-14 14:19:51
"RT @vaxreports1: A cited Paper by Scientists in India, Switzerland, Italy, USA calculated that the chances of a 19 nucleotide sequence pate…",en,2022-03-14 14:19:44
"RT @ExCensorshipose: 🚨| BREAKING: Whilst you were distracted by the Battle for Ukraine, Documents were published confirming Moderna created…",en,2022-03-14 14:19:36
@CloudDa55261676 @Naysayer77 @Nance51111 @PatokaMartha @RMConservative @moderna_tx What's money or homes when u die from the jab or burden your family with an adverse reaction all because u couldn't stand up for yourself or your family as I said unless u got it because of the virus then he'll mend you you well warned,en,2022-03-14 14:19:10
"$NVAX up 12% so far. Good to see double digits gains again. Even though it is driven by Moderna news.

Let‘s wait for a Volume breakout and get back above $100

Still a long way to go",en,2022-03-14 14:18:29
RT @PianoGeek420: Anyone else triple vaxxed with all Moderna and haven’t gotten Covid yet? 🙋🏻‍♂️,en,2022-03-14 14:18:08
"$MRNA
Moderna Announces First Participant Dosed in Phase 1 Study of its HIV Trimer mRNA Vaccine
https://t.co/T7jSEHobGi",en,2022-03-14 14:18:00
"RT @PatokaMartha: Almost 14 months of living hell from 1 dose @moderna_tx. I promised myself I would tell everyone I feel “fantastic.” But,…",en,2022-03-14 14:17:43
"@andyaschmidt @sailorboygreg @rachael_levy Moderna trials are on going, but showing excellent safety &amp; efficacy profile. There have been rare cases of myocarditis in male teens that have resolved quickly. These incidences occur far less frequently than infection induced myocarditis &amp; are less severe.",en,2022-03-14 14:17:40
"@BridgetPhetasy Did the two dose Moderna, got Covid in Jan 2022.  Not getting a booster because the vaccine was worse than Covid",en,2022-03-14 14:17:36
@PatokaMartha @moderna_tx My dad’s health began to decline immediately following his Moderna vaccines. He died 8 months later. I’m looking forward to the day that Moderna is finally held accountable!,en,2022-03-14 14:17:27
"RT @moderna_tx: ANNOUNCEMENT 📢: We are proud to announce that the first participant has been dosed in the Phase 1 study of mRNA-1574, our e…",en,2022-03-14 14:17:24
this  daily.  Doctors scared as soon as you mention the vaccine. One ED Dr told me that we can’t prove it’s Moderna caused as no  ECG  done  immed  prior  to  the  booster  so  it  can‘t  be  counted  as  a  vaccine  injury.  Its  debilitating  and  scary. #vaccineinjury #moderna,en,2022-03-14 14:17:23
"Feeling so alone. Was forced to take vaccines and booster to stay employed. 4  hours  after  Moderna booster  in  emergency  dept  with  allergic  reaction  then  developed  pericarditis but also chest squeezing pain, fatigue and more. Almost  6  weeks  in  Still  dealing  with",en,2022-03-14 14:17:22
"RT @PatokaMartha: Almost 14 months of living hell from 1 dose @moderna_tx. I promised myself I would tell everyone I feel “fantastic.” But,…",en,2022-03-14 14:16:55
RT @GameSetTrade: @DrJBhattacharya Not to mention samples showing an exact match to elements patented by Moderna back in 2016.,en,2022-03-14 14:16:32
@Nepherael @Naysayer77 @Nance51111 @PatokaMartha @RMConservative @moderna_tx I'm saying if u have a good lawyer or civil servant then I'm saying they'd have won their case at a tribunal I never onced said the devil's never tried,en,2022-03-14 14:15:49
"@debdaws @questy30 @mattletiss7 The government wanted everyone to take the vaccine. What better way to push their agenda than exaggerating numbers

As a side benefit they bought shares in Moderna knowing it would be one of the providers for the booster shot",en,2022-03-14 14:15:48
"$MRNA 
Moderna shares are trading higher after the company announced the first participant has been dosed in a clinical trial of an experimental HIV trimer mRNA vaccine.",en,2022-03-14 14:15:43
"RT @PatokaMartha: Almost 14 months of living hell from 1 dose @moderna_tx. I promised myself I would tell everyone I feel “fantastic.” But,…",en,2022-03-14 14:15:10
"RT @cawthorme: Thomas Renz - Attorney.
PHIZER and MODERNA  have admitted now that their mRNA injections is a GENE THERAPY. https://t.co/W1W…",en,2022-03-14 14:15:04
"RT @PatokaMartha: Almost 14 months of living hell from 1 dose @moderna_tx. I promised myself I would tell everyone I feel “fantastic.” But,…",en,2022-03-14 14:15:00
"RT @cesarmoz: @radiohorizonte @laera_moderna New Generation - SUEDE.
#LaEraModerna ☝️🌳",en,2022-03-14 14:14:50
I was like Moderna aint got shit on me this afternoon but now apprently Moderna does got shit on me cause im weezy af,en,2022-03-14 14:14:25
"RT @moderna_tx: ANNOUNCEMENT 📢: We are proud to announce that the first participant has been dosed in the Phase 1 study of mRNA-1574, our e…",en,2022-03-14 14:14:23
