text,lang,date
@fflxsss cuzz sinovac u..🌹,en,2022-04-01 12:12:17
"RT @kjoules: Tl;dr: For individuals already previously infected…

VE against symptomatic infection after vaccine series completion (pre-Omi…",en,2022-04-01 12:05:31
RT @NST_Online: #NSTnation #Sinovac #vaccine recipients and senior citizens aged 60 years and above who have not received their #booster do…,en,2022-04-01 12:03:16
"Tl;dr: For individuals already previously infected…

VE against symptomatic infection after vaccine series completion (pre-Omicron)
-Sinovac 39.4%
-BioNTech 64.8%

VE against hospitalization/death after vaccine series completion (pre-Omicron)
-Sinovac 81.3%
-BioNTech 89.7% https://t.co/HpMdctapsW",en,2022-04-01 12:03:07
"#NSTnation #Sinovac #vaccine recipients and senior citizens aged 60 years and above who have not received their #booster dose but had previously contracted #Covid19 will now have until the end of June before they lose their fully vaccinated status.
https://t.co/0SbosTTcH5",en,2022-04-01 11:52:18
"RT @DeanBaker13: In fact, the Chinese vaccines are highly effective in preventing death, when people are boosted https://t.co/rcOsCSPzOX",en,2022-04-01 11:51:23
"In fact, the Chinese vaccines are highly effective in preventing death, when people are boosted https://t.co/rcOsCSPzOX",en,2022-04-01 11:46:30
"Sinovac’s Covid-19 vaccines proved to be a big boost to its shareholder Sino Biopharmaceutical, which saw a 427% surge in earnings for 2021.
https://t.co/Jr24AaABmW",en,2022-04-01 11:23:46
"@SusanLa69642683 As an aside, China's current stay-at-home is because their sinovac/sinopharm vaccines have markedly reduced efficacy against Omicron

Hence the introduction of mRNA vaccines which they hope to be able to import given availability",en,2022-04-01 10:39:12
@DavQuinn Weirdly never been tested positive. I use public transportation often even during the height of Delta. But at the time I’d been vaccinated twice with Sinovac’s. I remember when I came back from a trip to Saudi in 2018 I got terribly sick for 1-2 weeks with MERS-like symptoms.,en,2022-04-01 10:26:08
Extremely unpleasant experience on taking @MAS flight MH190 to Delhi yesterday - @MAS ground staff at check-in counter insisted on RTPCR because we were vaccinated with Sinovac with ABSOLUTELY NO OFFICIAL NEED of it - Extremely rude behaviour at airport as well. Filed a complaint,en,2022-04-01 10:21:49
"@Khairykj It’s there any issues Travellers vaccinated with sinovac Entering India 🇮🇳 YB?. some still confuse so,if possible pls help us to verify on that ya. Embassy says with PCR report ok 👌 but local newspaper reported not allowed 🚫",en,2022-04-01 10:06:33
"@CraftyMermista ""plenty""?

What were the daily case numbers again?

As an aside,China's current stay-at-home is because their sinovac/sinopharm vaccines have markedly reduced efficacy against Omicron

Hence the introduction of mRNA vaccines which they hope to be able to import given availability",en,2022-04-01 09:03:46
"More than 2.2 million doses of Sinovac #COVID19 vaccines donated by China through the COVAX Facility arrived in #Myanmars Yangon on Wednesday, according to the Information Ministry of the Southeast Asian country. (file pic)",en,2022-04-01 09:00:57
RT @XHNews: More than 2.2 million doses of Sinovac #COVID19 vaccines donated by China through the COVAX Facility have arrived in Myanmar ht…,en,2022-04-01 08:52:31
#CCP attempts to remove rumours about the #ChinaEasternAirlines incident; aircraft carrying #Sinovac #COVID19 vaccine from China lands in #Cambodia; (2/3),en,2022-04-01 08:48:08
"RT @Sinovac: Last week, the SINOVAC delegation visited @Salud_Ec  and progressed the cooperation between SINOVAC and Ecuador with the commi…",en,2022-04-01 08:45:28
RT @Echinanews: More than 2.2 million doses of Sinovac #COVID19 vaccines donated by China through the #COVAX Facility arrived at the Yangon…,en,2022-04-01 08:45:21
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 08:31:04
"RT @Sinovac: Last week, the SINOVAC delegation visited @Salud_Ec  and progressed the cooperation between SINOVAC and Ecuador with the commi…",en,2022-04-01 08:25:02
"Last week, the SINOVAC delegation visited @Salud_Ec  and progressed the cooperation between SINOVAC and Ecuador with the commitment to guarantee the health of Ecuadorians. 
https://t.co/s20B3lNZOm 
#COVID19 #Ecuador #Arcsa",en,2022-04-01 08:24:59
RT @Echinanews: More than 2.2 million doses of Sinovac #COVID19 vaccines donated by China through the #COVAX Facility arrived at the Yangon…,en,2022-04-01 08:18:22
RT @tiotheo01: I can't wait to see tomorrow's update. Where will the 2mil unboosted 2x Sinovac recipients go in this table? 🤔,en,2022-04-01 08:18:17
RT @tiotheo01: I can't wait to see tomorrow's update. Where will the 2mil unboosted 2x Sinovac recipients go in this table? 🤔,en,2022-04-01 08:15:07
Are Three Doses of Sinovac Effective Against Omicron Deaths? Lessons fro... https://t.co/vYGTVafpwZ via @YouTube,en,2022-04-01 08:09:25
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 08:02:22
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 08:01:37
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 08:00:35
"Fuckyeah, we give Sinovac, which study after study has shown to have lowest effectiveness. As consequence ppl had no trust in vac n so low vac rate especially elderly. Primary School President insist we persist in stupid #ZeroCovid v r now up shite creek without a paddle. https://t.co/jb3rOgHYoy",en,2022-04-01 07:59:53
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 07:59:00
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 07:57:52
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 07:56:00
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 07:55:08
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 07:53:41
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 07:51:27
RT @EdmundKudzayi: The report on Cleopatra Ncube’s gruesome reaction to Sinovac so angered some doctors that they wanted govt to ‘do someth…,en,2022-04-01 07:51:12
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 07:49:34
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 07:47:36
"@Khairykj @Khairykj I took AZ and have completed both doses. Why my status on mysejahtera changes to ""partially vaccinated"" today? I thought this only applies to those who are on Sinovac.",en,2022-04-01 07:30:31
"could an indonesian who had sinovac can also enter korea 🥲🥲🥲
bcos sinovac is not accepted for most countries https://t.co/9FQ2KWYzoL",en,2022-04-01 07:23:30
"state kat situ (2 dos) sinovac, but why (2 dos) include skali turn white and partially vacinated. Bila dm Mysejahtera tak reply pun, please fix ur system.",en,2022-04-01 07:11:18
RT @PDChina: More than 2.2 million doses of Sinovac #COVID19 vaccines donated by China through the COVAX Facility arrived in #Myanmar's Yan…,en,2022-04-01 07:10:31
"RT @Echinanews: Another batch of #China-donated Sinovac #COVID19 vaccine arrived in Phnom Penh, Cambodia on Tuesday.

The nation has so far…",en,2022-04-01 07:08:01
RT @Echinanews: More than 2.2 million doses of Sinovac #COVID19 vaccines donated by China through the #COVAX Facility arrived at the Yangon…,en,2022-04-01 07:07:05
RT @Echinanews: More than 2.2 million doses of Sinovac #COVID19 vaccines donated by China through the #COVAX Facility arrived at the Yangon…,en,2022-04-01 07:07:01
RT @EdmundKudzayi: The report on Cleopatra Ncube’s gruesome reaction to Sinovac so angered some doctors that they wanted govt to ‘do someth…,en,2022-04-01 07:04:19
@5VeggieBalls @hkfp In fact 2.95% fatality rate for SinoVac is almost double the 1.51% figure of Biontech...,en,2022-04-01 06:59:58
"RT @elimeixler: @FT Sophia Chan, HK health secretary, responds to the @FT saying it's ""misleading"" to suggest those who received Sinovac ja…",en,2022-04-01 06:54:27
"RT @elimeixler: She does add that the elderly with co-morbidities and chronic conditions (and so more vulnerable to severe cases or death,…",en,2022-04-01 06:54:14
"RT @RealAndyLeeShow: This is interesting. Jerry Zheng, the founder and president of Artron Bioresearch, collaborates with Sinovac Biotech o…",en,2022-04-01 06:51:20
"@pathfnder @drkalai61 @f4izalhassan Hi Saraswathi. Do speak to your healthcare provider about your daughter's experience, and they can advise you based on medical indications and contraindications. @KKMPutrajaya has made a short FAQ booklet on #PICKids Sinovac.
https://t.co/9HZgut3mh7",en,2022-04-01 06:50:47
"RT @MYFreedomMove: 2 million Sinovac recipients who refuse the booster will lose their ""fully vaccinated"" status but still be able to dine-…",en,2022-04-01 06:50:14
"RT @YanzhongHuang: Almost 87% of Hong Kongers who died from Covid after getting at least one dose of vaccine received Sinovac’s shot, Ming…",en,2022-04-01 06:47:38
RT @YanzhongHuang: Two doses of Sinovac vaccine offered older people only a moderately high level of protection against severe disease and…,en,2022-04-01 06:46:55
RT @YanzhongHuang: Sinovac made a profit of $14.4 billion for 2021 from Covid vaccine sales.  Each dose of the vaccine produces an average…,en,2022-04-01 06:42:17
"RT @Bis_story: @somnath1978 Andy Mukherjee

Knew it would be him. That fellow wanted us to buy Sinovac🤡",en,2022-04-01 06:39:31
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 06:35:22
"Still haven't received your booster? Be careful, it may be too late! 
Book a slot with us today.
https://t.co/HnBTr9JCcE

#DoctorOnCall #Covid19 #Booster #Children #Sinovac https://t.co/ZkeVlwCOpa",en,2022-04-01 06:34:56
"RT @boosulyn: Non-Boosted Sinovac Recipients, Seniors Allowed To Visit Public Premises April 1 Onwards

Khairy Jamaluddin says MySejahtera…",en,2022-04-01 06:30:41
"RT @codebluenews: Non-Boosted Sinovac Recipients, Seniors Allowed To Visit Public Premises April 1 Onwards

Khairy Jamaluddin says MySejaht…",en,2022-04-01 06:30:19
"@_jACK_t_Ripper_ @DrEricDing Sinovac isn't that good, not compared to mRNA vaccines.",en,2022-04-01 06:23:39
"The report on Cleopatra Ncube’s gruesome reaction to Sinovac so angered some doctors that they wanted govt to ‘do something’ to heretics like me.

The authoritarian urge to punish dissent afflicts even our educated classes, as seen in this 18 Nov 2021 text from a doctors group. https://t.co/tNJvGQfWRG",en,2022-04-01 06:20:02
"Still don’t understand why they did not boost Sinovac with mRNA based vaccines, we have known this was going to happen since December when Omicron hit. So stubborn. https://t.co/OPEIXZILke",en,2022-04-01 06:17:36
RT @DrJohnB2: Serum sickness-like reactions (SSLRs) 4 days after receiving the 1st dose of the #CovidVaccine (CoronaVac; Sinovac): https://…,en,2022-04-01 06:00:36
@MalaysiaMFA @KKMPutrajaya Can a foreigner with only 2 doses of sinovac (no booster) be allowed to enter Malaysia?,en,2022-04-01 05:40:52
@dr_khanderz @_jACK_t_Ripper_ @DrEricDing Sadly that's not the case wrt Omicron https://t.co/pT1bkHylQ8 https://t.co/d3LO2oGiKX,en,2022-04-01 05:20:00
I can't wait to see tomorrow's update. Where will the 2mil unboosted 2x Sinovac recipients go in this table? 🤔 https://t.co/vYltEn1iac,en,2022-04-01 05:14:51
@ThatsShanghai SINOVAC useless ah ?,en,2022-04-01 05:09:59
RT @DVB_English: The military’s Ministry of Health and Sport (MoHS) has announced the arrival of more than 2.2 million doses of the Sinovac…,en,2022-04-01 04:31:25
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 04:16:38
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 04:08:04
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 03:42:57
RT @Myanmar_IV: Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappening…,en,2022-04-01 03:42:57
"She does add that the elderly with co-morbidities and chronic conditions (and so more vulnerable to severe cases or death, presumably) were advised and more likely to choose Sinovac...but doesn’t address whether that was such a good idea? https://t.co/Ym5LoRzgt9",en,2022-04-01 03:31:48
"@FT Sophia Chan, HK health secretary, responds to the @FT saying it's ""misleading"" to suggest those who received Sinovac jabs had a higher death rate than those who got BioNTech — and then showing the numbers that point out exactly that
h/t @RobinBHarding. 
https://t.co/lek6Hgs4Nm",en,2022-04-01 03:29:29
RT @PDChina: More than 2.2 million doses of Sinovac #COVID19 vaccines donated by China through the COVAX Facility arrived in #Myanmar's Yan…,en,2022-04-01 03:26:17
"RT @Soya_Cincau: Unboosted Sinovac recipients and senior citizens will have their status changed to Partially Vaccinated today. However, th…",en,2022-04-01 03:22:50
RT @XHNews: More than 2.2 million doses of Sinovac #COVID19 vaccines donated by China through the COVAX Facility have arrived in Myanmar ht…,en,2022-04-01 03:22:50
Sinovac (CoronaVac) Vaccines Donated by COVAX Facility under the Arrangement of #UNICEF Arrived in #Myanmar #WhatsHappeningInMyanmar https://t.co/d6suP4HV0m https://t.co/MaF8GrytS2,en,2022-04-01 03:18:41
"RT @RealAndyLeeShow: This is interesting. Jerry Zheng, the founder and president of Artron Bioresearch, collaborates with Sinovac Biotech o…",en,2022-04-01 03:15:20
"Unboosted Sinovac recipients and senior citizens will have their status changed to Partially Vaccinated today. However, they can still dine-in at restaurants, enter shopping malls and workplaces just like other boosted individuals. 

https://t.co/qzRdgeZyYR",en,2022-04-01 03:13:09
@mr_raiderMD @Elisabe74545740 @EricTopol @xinwenfan How much did Sinovac pay you?,en,2022-04-01 03:02:18
