text,lang,date
"RT @Jenna_bee__: @GullyJudith @truth8775 When I was injured is when I learned doctors here aren't ALLOWED to write exemptions. Also, advers…",en,2022-03-07 09:26:38
RT @DrJohnB2: Longitudinally extensive transverse myelitis (inflammation of the spinal cord) after #CovidVaccination (AstraZeneca): https:/…,en,2022-03-07 09:23:47
"RT @Jenna_bee__: @GullyJudith @truth8775 When I was injured is when I learned doctors here aren't ALLOWED to write exemptions. Also, advers…",en,2022-03-07 09:23:13
Did Shane have the AstraZeneca jab? How many boxers have heart trouble cutting weight? Shane was a professional athlete with nutritional knowledge and experience. https://t.co/xDosQsgbXe,en,2022-03-07 09:20:04
"RT @1MikeFairclough: “That, sadly, is the situation of Lisa Shaw’s family. The 44-year-old BBC Radio Newcastle presenter died from a brain…",en,2022-03-07 09:18:49
RT @DrJohnB2: Longitudinally extensive transverse myelitis (inflammation of the spinal cord) after #CovidVaccination (AstraZeneca): https:/…,en,2022-03-07 09:11:37
RT @DrJohnB2: Longitudinally extensive transverse myelitis (inflammation of the spinal cord) after #CovidVaccination (AstraZeneca): https:/…,en,2022-03-07 09:10:43
@CovidBlindWife Far too many 1 year #covidVaccine damaged people - many of us nowhere near recovery #astrazeneca now rebranded Vaxzevria (previously COVID-19 Vaccine AstraZeneca) &amp; opening a factory in #Cairo 🤢@Beck_Sall @HowardGriffiths @ake2306 @M7Rach @GardenerSpike @hibbsy1973,en,2022-03-07 09:06:16
RT @1MikeFairclough: “Another case about which somebody has written to me arose from a decision by the Westminster coroner who recorded the…,en,2022-03-07 09:00:58
RT @1MikeFairclough: “Another case about which somebody has written to me arose from a decision by the Westminster coroner who recorded the…,en,2022-03-07 08:59:28
"RT @1MikeFairclough: “That, sadly, is the situation of Lisa Shaw’s family. The 44-year-old BBC Radio Newcastle presenter died from a brain…",en,2022-03-07 08:59:23
"Therapeutic Area Lead Oncology - Switzerland, Baar - AstraZeneca #jobs #Pharma #Hiring #switzerland #pharmiweb https://t.co/oVTmurBmjx",en,2022-03-07 08:55:37
RT @trending_medic: Air Ronaldo scoring headers from 432 ft above the ground against AstraZeneca FC on Thursday nights will slap tbh.,en,2022-03-07 08:54:02
RT @DrJohnB2: Longitudinally extensive transverse myelitis (inflammation of the spinal cord) after #CovidVaccination (AstraZeneca): https:/…,en,2022-03-07 08:53:46
"@HILLA254 Aww baby...thank you so much!! Asante sana ❤️
Send Astrazeneca. https://t.co/0JL1zRIM5t",en,2022-03-07 08:49:39
RT @ColinC3012: So is this what is all about? https://t.co/LceldTuXKp,en,2022-03-07 08:46:45
RT @DrJohnB2: Longitudinally extensive transverse myelitis (inflammation of the spinal cord) after #CovidVaccination (AstraZeneca): https:/…,en,2022-03-07 08:43:27
RT @ColinC3012: So is this what is all about? https://t.co/LceldTuXKp,en,2022-03-07 08:42:15
"RT @1MikeFairclough: ""......it was determined that an association between the AstraZeneca COVID-19 vaccine and TTS, thrombosis with thrombo…",en,2022-03-07 08:41:42
RT @DrJohnB2: Longitudinally extensive transverse myelitis (inflammation of the spinal cord) after #CovidVaccination (AstraZeneca): https:/…,en,2022-03-07 08:41:01
RT @DrJohnB2: Longitudinally extensive transverse myelitis (inflammation of the spinal cord) after #CovidVaccination (AstraZeneca): https:/…,en,2022-03-07 08:36:12
So is this what is all about? https://t.co/LceldTuXKp,en,2022-03-07 08:31:05
RT @DrJohnB2: Longitudinally extensive transverse myelitis (inflammation of the spinal cord) after #CovidVaccination (AstraZeneca): https:/…,en,2022-03-07 08:30:15
"RT @1MikeFairclough: ""......it was determined that an association between the AstraZeneca COVID-19 vaccine and TTS, thrombosis with thrombo…",en,2022-03-07 08:29:53
Championing healthcare system resilience and sustainability - AstraZeneca https://t.co/90QgfSd0yP #ResponsibleAI #EthicalAI #AIEthics,en,2022-03-07 08:28:50
RT @DrJohnB2: Longitudinally extensive transverse myelitis (inflammation of the spinal cord) after #CovidVaccination (AstraZeneca): https:/…,en,2022-03-07 08:28:48
RT @trending_medic: Air Ronaldo scoring headers from 432 ft above the ground against AstraZeneca FC on Thursday nights will slap tbh.,en,2022-03-07 08:27:01
RT @1MikeFairclough: “Another case about which somebody has written to me arose from a decision by the Westminster coroner who recorded the…,en,2022-03-07 08:26:56
RT @trending_medic: Air Ronaldo scoring headers from 432 ft above the ground against AstraZeneca FC on Thursday nights will slap tbh.,en,2022-03-07 08:26:03
"RT @1MikeFairclough: “That, sadly, is the situation of Lisa Shaw’s family. The 44-year-old BBC Radio Newcastle presenter died from a brain…",en,2022-03-07 08:25:13
@DebHall02148555 @SophieScholl43 @JaydeLovell My girlfriends dad also horrifically died 24hrs after the 2nd AstraZeneca jab,en,2022-03-07 08:23:52
"RT @vaxreports1: 240,623 Nervous System Disorders have been reported to the European Medicines Agency after the  AstraZeneca shot

1,231 we…",en,2022-03-07 08:22:21
RT @DrJohnB2: Longitudinally extensive transverse myelitis (inflammation of the spinal cord) after #CovidVaccination (AstraZeneca): https:/…,en,2022-03-07 08:22:04
"@JaydeLovell Your soo lucky 🍀 you should definitely do the lottery 😂
My girlfriends dad died 24hrs after the 2nd #AstraZeneca jab
I know of other people dead,had brain bleeds,strokes,rashes,
Vertigo,eye clots leg clots,deafness,nerve pain, etc etc",en,2022-03-07 08:21:32
RT @DrJohnB2: Longitudinally extensive transverse myelitis (inflammation of the spinal cord) after #CovidVaccination (AstraZeneca): https:/…,en,2022-03-07 08:17:08
RT @trending_medic: Air Ronaldo scoring headers from 432 ft above the ground against AstraZeneca FC on Thursday nights will slap tbh.,en,2022-03-07 08:17:07
RT @DrJohnB2: Longitudinally extensive transverse myelitis (inflammation of the spinal cord) after #CovidVaccination (AstraZeneca): https:/…,en,2022-03-07 08:16:06
"Anxiety Disorders and Depression Treatment Market Market 2022 will Record Massive Growth, Trend Analysis and Forecast till 2031 with COVID-19 Impact: AstraZeneca PLC, Eli Lilly and Company, Forest Laboratories - Taiwan News https://t.co/NlkkNffPYR",en,2022-03-07 08:15:29
