text,lang,date
@ClayTravis His PFE and Moderna stock positions I’m sure…,en,2022-04-01 12:25:55
"Moderna trial results of two-dose series showed kids’ immune responses were just as good as adults, which could offer the same protection adults have, according to Dr. James Campbell, pediatric infectious disease specialist at the @UMmedschool and @UMCVD. https://t.co/maqevoBjTO",en,2022-04-01 12:23:00
"Moderna trial results of two-dose series showed kids’ immune responses were just as good as adults, which could offer the same protection adults have, according to Dr. James Campbell, pediatric infectious disease specialist at the @UMmedschool and @UMCVD. https://t.co/YfdCPx852g",en,2022-04-01 12:23:00
"RT @farid__jalali: A tale of #longcovid despite vaccine:

Coworker was vaccinated with Moderna x2 last year. 3 months out from her 2nd shot…",en,2022-04-01 12:22:57
RT @freelearnerx: I believe the Moderna vaccine killed him.  The VAERS report is filed.  I could never have talked my dad out of the vaccin…,en,2022-04-01 12:22:46
RT @FortuneMagazine: How Moderna kept its mostly millennial staff from burning out while developing the COVID vaccine https://t.co/A4lvblUh…,en,2022-04-01 12:22:01
"@RepThomasMassie Time for indictments 
👇🏼
@AlbertBourla 
@ScottGottliebMD 
@CDCDirector 
@DrTedros 
@moderna_tx 
@NIH",en,2022-04-01 12:20:43
"RT @bhrenton: ""We can't know in advance how Covid-19 will affect any one child, but we do know that vaccination can reduce some of the most…",en,2022-04-01 12:20:25
RT @freelearnerx: I believe the Moderna vaccine killed him.  The VAERS report is filed.  I could never have talked my dad out of the vaccin…,en,2022-04-01 12:20:23
@BBlues60 Moderna just released a new HIV treatment this week under EUA.  Did we know there was an imminent HIV epidemic about to happen?,en,2022-04-01 12:19:52
RT @Oxfam: Moderna received $10 billion in government funding &amp; has turned it into $10 billion in profits. @moderna_txis profiting off the…,en,2022-04-01 12:18:14
"RT @cookeschemist: Updated walk in availability for next week for Covid Vaccinations. @hwhalton @HaltonBC @HaltonCCG 

Please note we are u…",en,2022-04-01 12:14:40
"Updated walk in availability for next week for Covid Vaccinations. @hwhalton @HaltonBC @HaltonCCG 

Please note we are using the Moderna vaccine for the boosters. https://t.co/I6pzziN2Mv",en,2022-04-01 12:14:09
"RT @RMConservative: On today's show, I answer the mystery as to why Moderna had zero products for a decade and now all of a sudden have 15…",en,2022-04-01 12:13:56
@LadyCBean1966 I get my Moderna booster Sunday.,en,2022-04-01 12:13:30
"Dr. Kizzmekia Corbett, who worked on Moderna vaccine, cements her place in history https://t.co/DQNavTOMZn via @cbseveningnews",en,2022-04-01 12:12:21
