text,lang,date
"RT @EricTopol: Why? 
Here is the vaccination coverage by age vs Singapore and New Zealand. Also contributing is the high use of Sinovac, fo…",en,2022-03-14 10:23:32
RT @Echinanews: The #Philippines' Food and Drug Administration has granted the emergency use authorization for China's #Sinovac COVID-19 va…,en,2022-03-14 10:21:18
"RT @DrEricDing: 5) all this is very reminiscent of Jan 2020 in Wuhan. While we now have vaccines, I think China’s SinoVac and Sinopharm and…",en,2022-03-14 10:20:19
"RT @EricTopol: This does not bode well for China, relying fully on vaccines with low efficacy vs Omicron. Hong Kong's use of Sinovac is 40%…",en,2022-03-14 10:16:15
Philippines approves emergency use of Sinovac COVID-19 vaccine for children https://t.co/mo83sFS5Gm #Health https://t.co/eQQT8822Zi #news 416,en,2022-03-14 10:15:03
"RT @DrEricDing: 5) all this is very reminiscent of Jan 2020 in Wuhan. While we now have vaccines, I think China’s SinoVac and Sinopharm and…",en,2022-03-14 10:14:16
"RT @DrEricDing: 5) all this is very reminiscent of Jan 2020 in Wuhan. While we now have vaccines, I think China’s SinoVac and Sinopharm and…",en,2022-03-14 10:13:45
"RT @Sinovac: SINOVAC #COVID19 vaccine #coronavac gets approval for pediatric use from aged 6 and above
Read more: https://t.co/RuCgV1yR1b h…",en,2022-03-14 10:13:38
"RT @EricTopol: Why? 
Here is the vaccination coverage by age vs Singapore and New Zealand. Also contributing is the high use of Sinovac, fo…",en,2022-03-14 10:12:37
"RT @EricTopol: Why? 
Here is the vaccination coverage by age vs Singapore and New Zealand. Also contributing is the high use of Sinovac, fo…",en,2022-03-14 10:12:31
"RT @EricTopol: Why? 
Here is the vaccination coverage by age vs Singapore and New Zealand. Also contributing is the high use of Sinovac, fo…",en,2022-03-14 10:12:11
"RT @PolemicTMM: - Argentina shutting down soya and soy oil exports.
- China's enormous manufacturing and port city of Shenzhen going into c…",en,2022-03-14 10:09:35
"And how does 0.08% fully vaccinated CFR in HK compared with other countries that have high mRNA vaccination coverage? Oh, that's right, it's in-line despite 40% of vaccines administered in HK are Sinovac https://t.co/3f5LDu6Is9",en,2022-03-14 10:09:00
