text,lang,date
"#AstraZeneca’s antibody combination, #Evusheld▼ (tixagevimab co-packaged with cilgavimab) authorised for use in Great Britain for pre-exposure #Prophylaxis (prevention) of COVID-19 #Covid19 - https://t.co/M1aZCaM11j",en,2022-03-22 12:10:52
RT @Chris34883890: How many people live in Indonesia? 273 million! #COVAXIN is now approved in Indonesia under EuA. More opportunities with…,en,2022-03-22 12:09:57
#AstraZeneca launches global R&amp;D Postdoctoral Challenge to accelerate scientific discovery and diversity #RD - https://t.co/xvrYiJTofd,en,2022-03-22 12:08:54
"RT @MarieKeating: Our 6th BRCA conference is back and this year, our theme is “Engaging With BRCA In the Family Way.”
Taking place on the 2…",en,2022-03-22 12:06:28
RT @hibbsy1973: Just to add @danwootton @GBNEWS since my last tweet to you I have been blocked by @ASTRAZENECAUK  They caused this and are…,en,2022-03-22 12:05:00
"@honeywell @AstraZeneca All companies that respect the territorial integrity of independent countries and operate in accordance with international law leave Russia. Don't finance terrorists, get out of the Russian market. Do not pay taxes to a country that bombs civilians and children in Ukraine.",en,2022-03-22 12:02:35
"🇬🇧💊 Drug from #AstraZeneca neutralizes subvariants of #Ômicron

In lab tests, #Evusheld reduced the risk of developing symptomatic #COVID19 by 77%, says the UK drug regulator",en,2022-03-22 12:02:13
RT @DrJohnB2: Longitudinally extensive transverse myelitis (inflammation of the spinal cord) after #CovidVaccination (AstraZeneca): https:/…,en,2022-03-22 12:01:16
"Looking forward to the upcoming #TransformingOurFuture conference on the science of #COVID19, orgnaised by @royalsociety and supported by @AstraZeneca.

To explore basic science, #vaccines, #LongCovid and future preparedness, register your participation ➡️ https://t.co/Cq1f1bfKDu https://t.co/NNzlXFrMHH",en,2022-03-22 12:01:10
"Our 6th BRCA conference is back and this year, our theme is “Engaging With BRCA In the Family Way.”
Taking place on the 29th April at the Clayton Hotel, this event is not to be missed. 
Register today at https://t.co/yCsfw4e5fx
Supported financially by @AstraZeneca &amp; @MSDInvents https://t.co/Re2l4tziQ4",en,2022-03-22 12:00:03
Can we all protect our brilliant Oxford-AstraZeneca scientists?,en,2022-03-22 12:00:00
RT @PearlF: Important story about US -based immunocompromised patients who need AstraZeneca's Covid antibody drug Evushield &amp; how they are…,en,2022-03-22 11:55:56
@EmilyNativida15 @hibbsy1973 @AstraZeneca @M7Rach @HowardGriffiths @julesserkin @GardenerSpike @PeterTodd_ Tell her to get in touch with me and I will help her all I can 👍,en,2022-03-22 11:55:08
@EmilyNativida15 @hibbsy1973 @AstraZeneca @M7Rach @HowardGriffiths @julesserkin @GardenerSpike @PeterTodd_ AstraZeneca changed the name on the 25/03/2021 to Vaxzevria or Covishield. The same ingredients no change.,en,2022-03-22 11:54:16
