text,lang,date
"RT @aspenbio: Moving up the treatment lines, AstraZeneca clinches adjuvant breast cancer OK for Lynparza - More like this https://t.co/Ch0O…",en,2022-03-14 15:18:10
"RT @pharm2market: Moving up the treatment lines, AstraZeneca clinches adjuvant breast cancer OK for Lynparza - More like this https://t.co/…",en,2022-03-14 15:18:08
Ctm AstraZeneca 😡,en,2022-03-14 15:16:42
"RT @pharm2market: Moving up the treatment lines, AstraZeneca clinches adjuvant breast cancer OK for Lynparza - More like this https://t.co/…",en,2022-03-14 15:16:31
"RT @aspenbio: Moving up the treatment lines, AstraZeneca clinches adjuvant breast cancer OK for Lynparza - More like this https://t.co/Ch0O…",en,2022-03-14 15:16:31
"Moving up the treatment lines, AstraZeneca clinches adjuvant breast cancer OK for Lynparza - More like this https://t.co/Ch0OzV8Nyh | @AstraZeneca @Merck @US_FDA #Lynparza #BreastCancer #Cancer #PARPinhibitor #adjuvantTherapy #syntheticLethality #Biotech https://t.co/SCYd0Tlsz4",en,2022-03-14 15:16:25
"Moving up the treatment lines, AstraZeneca clinches adjuvant breast cancer OK for Lynparza - More like this https://t.co/7hAuMonHwn | @AstraZeneca @Merck @US_FDA #Lynparza #BreastCancer #Cancer #PARPinhibitor #adjuvantTherapy #syntheticLethality #Biotech https://t.co/SWpERcNfB8",en,2022-03-14 15:16:25
SVB Leerink: AstraZeneca's Lynparza could bring in $9.7 billion in sales by 2028 https://t.co/5TqyLuLnxI{5CFB36F0-5212-46CD-94C8-7A0EF4E6D22E}&amp;siteid=rss via MarketWatch #news #mktw #wsj,en,2022-03-14 15:15:13
RT @HowardGriffiths: ❤️ @AnnieWBelle  @MrsCharWright as more &amp; more verified reports are confirmed regarding AstraZeneca injury impacting b…,en,2022-03-14 15:11:38
"AstraZeneca's new drug for breast cancer has just completed its Phase III trial, read the latest #QPS #blog about this amazing achievement here: https://t.co/hH94rVF9FH.",en,2022-03-14 15:10:12
AstraZeneca PLC traded 4% above it's 50 DMA and 5% above it's 200 DMA $AZN,en,2022-03-14 15:09:17
"$AZN 📜 SEC Form 6-K filed by AstraZeneca PLC

https://t.co/AYMHgizS0t

⚡ Breaking news appear 45 seconds earlier at https://t.co/TvhaBDQJ0C ⚡",en,2022-03-14 15:08:53
"$AZN  6-K  Astrazeneca   (14 Mar, 11:07am)

📰 Lynparza Approved In Us for Early Breast Cancer

https://t.co/RoJztQVi6S

#AZN #6K #Astrazeneca #News",en,2022-03-14 15:08:50
"@AstraZeneca's Fasenra hit a roadblock after the @US_FDA issued a Complete Response Letter for chronic rhinosinusitis with nasal polyps (CRSwNP). 
#biotech #fda
https://t.co/Cu7kRf0K4v",en,2022-03-14 15:08:11
"@ScottWi23694014 @CommonSenseMD1 @AstraZeneca actually an annual ""booster shot"" is entirely normal and frankly most of the world now ( of intelligent adults ) get yearly Flu Shots with zero issue to avoid getting Influenza A or B.. 

so all the nonsense around vaccination and booster shots, is just so droll we're sick of it.",en,2022-03-14 15:06:48
"RT @investliverpool: #Liverpool City Region is home to Europe’s largest concentration of biomanufacturing companies, with @AstraZeneca @pha…",en,2022-03-14 15:03:47
"RT @_timos_: AstraZeneca's Fasenra hit with FDA rejection, falling further behind GSK's Nucala in nasal polyps https://t.co/cZvUieAB79 #str…",en,2022-03-14 15:03:35
@itspraxedes Se for astrazeneca…,en,2022-03-14 15:03:30
"AstraZeneca's Fasenra hit with FDA rejection, falling further behind GSK's Nucala in nasal polyps https://t.co/cZvUieAB79 #strategy #competitiveintelligence #marketing #productmarketing #pharma #pharmaceutical #biotech #healthcare https://t.co/xHgc30L1Ye",en,2022-03-14 15:03:05
"https://t.co/4h0fTdfVZy
The integration of @AlexionPharma into @AstraZeneca has opened up new doors to better understand #RareDiseases and identify new treatments. Alexion continues to be a pioneer in the space and is dedicated to producing improved #medicines for the community https://t.co/WG4NIZTWZH",en,2022-03-14 15:01:56
RT @AstraZenecaUS: Today we announced the @US_FDA has approved our adjuvant treatment for people with germline #BRCA-mutated HER2-negative…,en,2022-03-14 15:01:45
"$AZN $MRK FDA clears AstraZeneca, Merck drug to treat some genetic breast cancers early https://t.co/p8hbzcHFFY via @BioPharmaDive",en,2022-03-14 15:01:45
"RT @DVB_English: Thailand has donated 1 million AstraZeneca COVID-19 vaccines to Burma, of which the first batch of 500,000 reached Yangon…",en,2022-03-14 15:01:33
"FDA clears AstraZeneca, Merck drug to treat some genetic breast cancers early https://t.co/uW1nif0E1N",en,2022-03-14 14:59:06
"@anguswalker @madkingkade @saitken67 @bubbajmyhero I thought that initially too about AZ but on further research seems that the technology was nothing like a traditional vaccine at all. Here’s an explanation
https://t.co/bEUOp9zhZM",en,2022-03-14 14:57:25
RT @gordonmacmillan: The #AstraZeneca EU-UK vaccine fight is a post Brexit gift for this government. Not a good look. #TomorrowsPapersToday…,en,2022-03-14 14:57:17
"Inhalers that help patients are also affecting the #congestion to the Earth's atmosphere. This is leading @AstraZeneca to develop new devices that use a propellant with near-zero #climate impact. The vapors cause 800,000 metric tons of carbon dioxide.
https://t.co/trvwYKdlBz",en,2022-03-14 14:54:00
"RT @DrJohnB2: Superior sagittal, transverse &amp; sigmoid sinus thrombosis after administration after #CovidVaccination  (AstraZeneca): https:/…",en,2022-03-14 14:53:36
"*Social media announcements*

 #FuelAfrica22 
“ I will be a participant at Fuel Africa 2022! The program is launched by Futurize in partnership with AstraZeneca through the A.Catalyst Network and Microsoft, and co-funded by Bristol Myers Squibb and Famfa Oil #fuelafrica22” https://t.co/UlgSno5ds4",en,2022-03-14 14:50:33
SVB Leerink: AstraZeneca’s Lynparza could bring in $9.7 billion in sales by 2028 https://t.co/O7VWGwLwYP,en,2022-03-14 14:49:43
SVB Leerink: AstraZeneca's Lynparza could bring in $9.7 billion in sales by 2028 https://t.co/b85gCcDERJ,en,2022-03-14 14:49:03
"RT @DVB_English: Thailand has donated 1 million AstraZeneca COVID-19 vaccines to Burma, of which the first batch of 500,000 reached Yangon…",en,2022-03-14 14:47:22
