text,lang,date
"Moderna, Thermo Fisher partner to manufacture COVID vaccine, other drugs https://t.co/rV2V1oTnUc https://t.co/v8umzBvrbM",en,2022-03-29 14:35:19
"RT @MichaelWestBiz: Wot? Not actually the election campaign yet? Where from here, truth-in-advertising laws or stay w Trump model?

Latest…",en,2022-03-29 14:33:52
"RT @ewarren: If drug companies won’t do more to deliver more vaccines around the world so we can finally end this pandemic, the Biden admin…",en,2022-03-29 14:33:38
"RT @ewarren: If drug companies won’t do more to deliver more vaccines around the world so we can finally end this pandemic, the Biden admin…",en,2022-03-29 14:33:38
"RT @ewarren: If drug companies won’t do more to deliver more vaccines around the world so we can finally end this pandemic, the Biden admin…",en,2022-03-29 14:33:06
"138 NOPD employees, including 22 commissioned officers, received the Moderna COVIDvaccine. Special thanks to the @DevRsdp for administering the vaccines. TWTR-WRg0eMwGN2 143257",en,2022-03-29 14:32:58
@ThoughtlessDeed The Moderna bees were most disappointed,en,2022-03-29 14:32:57
"RT @EpochTVus: China’s #COVID19 cases are rising, and the #CCP is blaming the United States for it, again. This time using Moderna as the s…",en,2022-03-29 14:32:30
"RT @JeanRees10: DEATH - Early 2021

18 yo male - PR

4 days post 2nd dose Moderna
Died 10 days post 2nd dose

Abscesses
Decreased Activity…",en,2022-03-29 14:31:39
"RT @ewarren: If drug companies won’t do more to deliver more vaccines around the world so we can finally end this pandemic, the Biden admin…",en,2022-03-29 14:31:33
"RT @CourageousAslan: While we always knew vaccine manufacturers were corrupt, this is just psychotic and evil. They created the virus to se…",en,2022-03-29 14:31:14
"RT @ewarren: If drug companies won’t do more to deliver more vaccines around the world so we can finally end this pandemic, the Biden admin…",en,2022-03-29 14:31:12
RT @JordanSchachtel: Moderna's FDA approved Spikevax also remains unavailable to Americans. Neither company has announced any plans to make…,en,2022-03-29 14:30:50
RT @JordanSchachtel: Moderna's FDA approved Spikevax also remains unavailable to Americans. Neither company has announced any plans to make…,en,2022-03-29 14:30:34
"RT @drStuartGilmour: Companies like Moderna have been vicious in their defense of their product sales, while China has been setting up fact…",en,2022-03-29 14:30:13
"China’s #COVID19 cases are rising, and the #CCP is blaming the United States for it, again. This time using Moderna as the scapegoat.

⭕ EpochTV EXCLUSIVES. Only $1 Trial (Limited Offer) 👉 https://t.co/eDYDDzIbYT

🔵Watch in-depth videos at @EpochTVus 👇 https://t.co/pLiu5hf0aR",en,2022-03-29 14:30:00
Why haven't you all looked into approving Covaxin? Their science speaks for itself. I was vaccinated with the Moderna vaccine and now I have heart problems because of side effects. I will not get vaccinated with a mRNA vaccine anymore.I want a traditional vaccine like Covaxin!,en,2022-03-29 14:29:33
RT @MamaWeasleyy: I don’t expect to hear much from Moderna this week. We will likely hear next week or the week after that they submitted d…,en,2022-03-29 14:28:51
"RT @ewarren: If drug companies won’t do more to deliver more vaccines around the world so we can finally end this pandemic, the Biden admin…",en,2022-03-29 14:28:39
"“The Moderna shot will be offered to 10,000 health workers in a trial known as Sherpa that is likely to start in the 2nd half of April.” Will it be a full or half dose though? https://t.co/XKeOUaehoU",en,2022-03-29 14:28:33
"Blast from the Past

""Moderna announced that its experimental mRNA vaccine for CV-19 achieved 94.5% protective efficacy.... In 2017, Science visited Moderna to get a look at its core technology and its broad ambitions.

Our story from 1 Feb 2017 is below:"" https://t.co/2SV05XKsSZ",en,2022-03-29 14:27:58
@GoSanhon Yes. My 4th (fourth) jab. I’m over 75 so am entitled. This time it was “moderna”. My arm aches but am ok,en,2022-03-29 14:27:53
"RT @DavidZhangEET: Chinese media is telling their citizens America made COVID-19, again—this time using #Moderna as the scapegoat. #China’s…",en,2022-03-29 14:27:17
"RT @ewarren: If drug companies won’t do more to deliver more vaccines around the world so we can finally end this pandemic, the Biden admin…",en,2022-03-29 14:27:08
"RT @ewarren: If drug companies won’t do more to deliver more vaccines around the world so we can finally end this pandemic, the Biden admin…",en,2022-03-29 14:26:44
"RT @PatokaMartha: Almost 14 months of living hell from 1 dose @moderna_tx. I promised myself I would tell everyone I feel “fantastic.” But,…",en,2022-03-29 14:26:38
"@roarbro It's like a bad cold (so far). My wife was stuck in bed for 2 days and quite miserable, but then she bounced back quickly. I'm still muddling along with fever 38.5C, headaches, runny nose, cough, etc.

We'll make it. Thanks for asking :)

We got J&amp;J then boosted with Moderna.",en,2022-03-29 14:26:27
"Companies like Moderna have been vicious in their defense of their product sales, while China has been setting up factories in low-income countries to boost local supplies – doing for COVID in two years what it took a decade to force western countries to do for HIV. https://t.co/0G9jWLHQMW",en,2022-03-29 14:26:24
