text,lang,date
RT @NavroopSingh_: Pfizer inks deal with UNICEF to supply Covid pill to poor countries https://t.co/AkkKqFmZwH,en,2022-03-22 11:59:22
RT @DrEliDavid: FDA reviewing Pfizer's data before approving the 4th booster: https://t.co/QqpUKO0cXX,en,2022-03-22 11:59:13
"RT @loveoddities: @MdBreathe @BlissTabitha Pfizer, the electrical union and a few others “donated” 61.8 million to the Biden campaign. A co…",en,2022-03-22 11:59:04
"RT @akheriaty: Heard a radio commercial today, sponsored by Pfizer, explaining the symptoms of deep vein thrombosis and pulmonary embolism…",en,2022-03-22 11:58:53
RT @kenneyraisin: @Barbara4422 After my second shot (Pfizer)I was hospitalized a few months later with multiple pulmonary embolisms in both…,en,2022-03-22 11:58:50
RT @DrEliDavid: FDA reviewing Pfizer's data before approving the 4th booster: https://t.co/QqpUKO0cXX,en,2022-03-22 11:58:41
"RT @Barbara4422: Had 2 #Pfizer vaccines, developed hives and a blood clot in my groin that could’ve killed me. Mandating these vaccines is…",en,2022-03-22 11:58:41
"RT @Barbara4422: Had 2 #Pfizer vaccines, developed hives and a blood clot in my groin that could’ve killed me. Mandating these vaccines is…",en,2022-03-22 11:58:30
"RT @akheriaty: Heard a radio commercial today, sponsored by Pfizer, explaining the symptoms of deep vein thrombosis and pulmonary embolism…",en,2022-03-22 11:58:18
"RT @akheriaty: Heard a radio commercial today, sponsored by Pfizer, explaining the symptoms of deep vein thrombosis and pulmonary embolism…",en,2022-03-22 11:58:06
"RT @ussuricat1: P.F.I.Z.E.R Offers Millions in Bribes To Buy the Silence of Outspoken Doctors
https://t.co/obmna0w41a",en,2022-03-22 11:58:06
"RT @akheriaty: Heard a radio commercial today, sponsored by Pfizer, explaining the symptoms of deep vein thrombosis and pulmonary embolism…",en,2022-03-22 11:58:05
"RT @ussuricat1: P.F.I.Z.E.R Offers Millions in Bribes To Buy the Silence of Outspoken Doctors
https://t.co/obmna0w41a",en,2022-03-22 11:58:01
"""Pfizer Signs Deal With UNICEF To Distribute Its Covid Antiviral Drug"" https://t.co/8J3qgnfvk8 #health #pharma",en,2022-03-22 11:57:47
Pfizer's Documents - Public Health and Medical Professionals for Transparency https://t.co/WijJUvNYdG,en,2022-03-22 11:57:46
Pfizer recalls blood pressure drug Accuretic due to potential carcinogen @pfizer #Pfizer #potentialcarcinogen #bloodpressure #Nitrosamines https://t.co/b69Bb4MU95,en,2022-03-22 11:57:42
